model,opponent,contract,net_eppd_delta,deals_total,win_rate
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-0.3775,30000,0.4436
gbt_av,gbt_av,suit,0.0435,21884,0.4736
gbt_av,gbt_av,high,-0.0857,2998,0.455
gbt_av,gbt_av,low,-0.0774,5118,0.4668
gbt_av,gbt_av,pooled,0.01,30000,0.4706
gbt_av,full_ols_av,suit,2.1853,20940,0.7248
gbt_av,full_ols_av,high,1.0008,3849,0.561
gbt_av,full_ols_av,low,1.2199,5211,0.5903
gbt_av,full_ols_av,pooled,1.8657,30000,0.6804
full_ols_av,gbt_av,suit,-2.196,21036,0.1397
full_ols_av,gbt_av,high,-1.1055,3821,0.2748
full_ols_av,gbt_av,low,-1.1952,5143,0.2794
full_ols_av,gbt_av,pooled,-1.8856,30000,0.1809
gbt_av,anchor_hybrid_r0_full,suit,1.0105,23511,0.5708
gbt_av,anchor_hybrid_r0_full,high,1.0675,2961,0.5633
gbt_av,anchor_hybrid_r0_full,low,0.9751,3528,0.5898
gbt_av,anchor_hybrid_r0_full,pooled,1.0119,30000,0.5723
anchor_hybrid_r0_full,gbt_av,suit,-1.0371,23526,0.3355
anchor_hybrid_r0_full,gbt_av,high,-1.2226,2839,0.3445
anchor_hybrid_r0_full,gbt_av,low,-0.9879,3633,0.3771
anchor_hybrid_r0_full,gbt_av,pooled,-1.0486,30000,0.3414
full_ols_av,full_ols_av,suit,0.0178,7759,0.43
full_ols_av,full_ols_av,high,-0.0054,8719,0.406
full_ols_av,full_ols_av,low,-0.101,13522,0.3993
full_ols_av,full_ols_av,pooled,-0.0425,30000,0.4092
full_ols_av,anchor_hybrid_r0_full,suit,-0.1323,20347,0.3576
full_ols_av,anchor_hybrid_r0_full,high,1.1609,4644,0.511
full_ols_av,anchor_hybrid_r0_full,low,0.5071,5009,0.4458
full_ols_av,anchor_hybrid_r0_full,pooled,0.1747,30000,0.3961
anchor_hybrid_r0_full,full_ols_av,suit,0.1439,20222,0.5246
anchor_hybrid_r0_full,full_ols_av,high,-1.2934,4635,0.329
anchor_hybrid_r0_full,full_ols_av,low,-0.7535,5143,0.4134
anchor_hybrid_r0_full,full_ols_av,pooled,-0.232,30000,0.4753
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-0.032,19179,0.4581
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-0.075,2308,0.4688
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,-0.1061,3233,0.4773
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-0.0377,30000,0.3804
