model,opponent,contract,net_eppd_delta,deals_total,win_rate
gbt_av,selected_two_stage_av,low,0.435,1131,0.634
gbt_av,selected_two_stage_av,pooled,0.9048,7500,0.5804
selected_two_stage_av,constrained_ols_av,suit,1.0074,6849,0.5686
selected_two_stage_av,constrained_ols_av,high,-0.5692,195,0.4154
selected_two_stage_av,constrained_ols_av,low,-0.8289,456,0.3355
selected_two_stage_av,constrained_ols_av,pooled,0.8548,7500,0.5504
constrained_ols_av,selected_two_stage_av,suit,-1.1349,6852,0.2706
constrained_ols_av,selected_two_stage_av,high,0.6622,222,0.5
constrained_ols_av,selected_two_stage_av,low,0.2183,426,0.4577
constrained_ols_av,selected_two_stage_av,pooled,-1.0048,7500,0.288
selected_two_stage_av,selected_ols_av,suit,0.9669,6717,0.5614
selected_two_stage_av,selected_ols_av,high,-1.4949,297,0.2828
selected_two_stage_av,selected_ols_av,low,-0.784,486,0.3333
selected_two_stage_av,selected_ols_av,pooled,0.756,7500,0.5356
selected_ols_av,selected_two_stage_av,suit,-1.0521,6741,0.2853
selected_ols_av,selected_two_stage_av,high,0.8571,315,0.5619
selected_ols_av,selected_two_stage_av,low,0.5946,444,0.5135
selected_ols_av,selected_two_stage_av,pooled,-0.8744,7500,0.3104
selected_two_stage_av,full_ols_av,suit,1.6582,5556,0.6312
selected_two_stage_av,full_ols_av,high,-0.2456,513,0.4152
selected_two_stage_av,full_ols_av,low,-0.6562,1431,0.3208
selected_two_stage_av,full_ols_av,pooled,1.0864,7500,0.5572
full_ols_av,selected_two_stage_av,suit,-1.6786,5517,0.1996
full_ols_av,selected_two_stage_av,high,0.1761,528,0.4261
full_ols_av,selected_two_stage_av,low,0.0557,1455,0.4866
full_ols_av,selected_two_stage_av,pooled,-1.2116,7500,0.2712
selected_two_stage_av,stricthellraiser,suit,2.5633,7488,0.4239
selected_two_stage_av,stricthellraiser,low,7.0,12,1.0
selected_two_stage_av,stricthellraiser,pooled,2.5704,7500,0.4248
stricthellraiser,selected_two_stage_av,suit,-3.0417,7482,0.3925
stricthellraiser,selected_two_stage_av,low,-3.1667,18,0.1667
stricthellraiser,selected_two_stage_av,pooled,-3.042,7500,0.392
selected_two_stage_av,rankthetank,suit,10.4836,7500,0.8996
selected_two_stage_av,rankthetank,pooled,10.4836,7500,0.8996
rankthetank,selected_two_stage_av,suit,-10.52,7500,0.1024
rankthetank,selected_two_stage_av,pooled,-10.52,7500,0.1024
selected_two_stage_av,anchor_hybrid_r0_full,suit,0.1521,5622,0.4306
selected_two_stage_av,anchor_hybrid_r0_full,high,0.8475,846,0.4929
selected_two_stage_av,anchor_hybrid_r0_full,low,-0.0145,1032,0.3866
selected_two_stage_av,anchor_hybrid_r0_full,pooled,0.2076,7500,0.4316
anchor_hybrid_r0_full,selected_two_stage_av,suit,-0.4357,5673,0.4426
anchor_hybrid_r0_full,selected_two_stage_av,high,-0.8249,771,0.4008
anchor_hybrid_r0_full,selected_two_stage_av,low,-0.6307,1056,0.429
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-0.5032,7500,0.4364
gbt_av,gbt_av,suit,-0.0092,5235,0.4579
gbt_av,gbt_av,high,0.033,636,0.467
gbt_av,gbt_av,low,-0.6814,1629,0.4273
gbt_av,gbt_av,pooled,-0.1516,7500,0.452
gbt_av,constrained_ols_av,suit,1.517,5484,0.6286
gbt_av,constrained_ols_av,high,1.3226,651,0.6221
gbt_av,constrained_ols_av,low,0.8286,1365,0.589
gbt_av,constrained_ols_av,pooled,1.3748,7500,0.6208
constrained_ols_av,gbt_av,suit,-1.6255,5655,0.2249
constrained_ols_av,gbt_av,high,-2.1068,618,0.199
constrained_ols_av,gbt_av,low,-1.2005,1227,0.2592
constrained_ols_av,gbt_av,pooled,-1.5956,7500,0.2284
gbt_av,selected_ols_av,suit,1.5753,5481,0.636
gbt_av,selected_ols_av,high,1.206,699,0.5923
gbt_av,selected_ols_av,low,0.8409,1320,0.6
gbt_av,selected_ols_av,pooled,1.4116,7500,0.6256
selected_ols_av,gbt_av,suit,-1.6667,5598,0.2256
selected_ols_av,gbt_av,high,-1.8186,678,0.2389
selected_ols_av,gbt_av,low,-1.1765,1224,0.2598
selected_ols_av,gbt_av,pooled,-1.6004,7500,0.2324
gbt_av,full_ols_av,suit,2.0215,4737,0.684
gbt_av,full_ols_av,high,0.9857,837,0.552
gbt_av,full_ols_av,low,0.4875,1926,0.4984
gbt_av,full_ols_av,pooled,1.512,7500,0.6216
full_ols_av,gbt_av,suit,-2.1616,4920,0.1604
full_ols_av,gbt_av,high,-1.4833,807,0.2862
full_ols_av,gbt_av,low,-0.5567,1773,0.3587
full_ols_av,gbt_av,pooled,-1.7092,7500,0.2208
gbt_av,stricthellraiser,suit,3.8161,6837,0.5586
gbt_av,stricthellraiser,high,3.3636,99,0.8485
gbt_av,stricthellraiser,low,-1.8191,564,0.5851
gbt_av,stricthellraiser,pooled,3.3864,7500,0.5644
stricthellraiser,gbt_av,suit,-4.5837,6846,0.2975
stricthellraiser,gbt_av,high,-3.0833,72,0.125
stricthellraiser,gbt_av,low,0.7371,582,0.3454
stricthellraiser,gbt_av,pooled,-4.1564,7500,0.2996
gbt_av,rankthetank,suit,10.2442,7296,0.8931
gbt_av,rankthetank,high,-0.75,48,0.5625
gbt_av,rankthetank,low,-6.9808,156,0.2692
gbt_av,rankthetank,pooled,9.8156,7500,0.878
rankthetank,gbt_av,suit,-10.3184,7302,0.1068
rankthetank,gbt_av,high,-2.0625,48,0.3125
rankthetank,gbt_av,low,6.98,150,0.74
rankthetank,gbt_av,pooled,-9.9196,7500,0.1208
gbt_av,anchor_hybrid_r0_full,suit,0.9388,5637,0.5423
gbt_av,anchor_hybrid_r0_full,high,1.9731,780,0.6346
gbt_av,anchor_hybrid_r0_full,low,0.9834,1083,0.5873
gbt_av,anchor_hybrid_r0_full,pooled,1.0528,7500,0.5584
anchor_hybrid_r0_full,gbt_av,suit,-1.1645,5709,0.3405
anchor_hybrid_r0_full,gbt_av,high,-2.0669,762,0.2953
anchor_hybrid_r0_full,gbt_av,low,-1.807,1026,0.2895
anchor_hybrid_r0_full,gbt_av,pooled,-1.3436,7500,0.3288
constrained_ols_av,constrained_ols_av,suit,-0.0398,5811,0.4084
constrained_ols_av,constrained_ols_av,high,-0.2609,414,0.3768
constrained_ols_av,constrained_ols_av,low,-0.0541,1275,0.3812
constrained_ols_av,constrained_ols_av,pooled,-0.0544,7500,0.402
constrained_ols_av,selected_ols_av,suit,0.0487,5730,0.4251
constrained_ols_av,selected_ols_av,high,-0.7222,540,0.3278
constrained_ols_av,selected_ols_av,low,-0.0415,1230,0.3951
constrained_ols_av,selected_ols_av,pooled,-0.0216,7500,0.4132
selected_ols_av,constrained_ols_av,suit,-0.1233,5694,0.3983
selected_ols_av,constrained_ols_av,high,-0.2798,579,0.3938
selected_ols_av,constrained_ols_av,low,-0.1883,1227,0.3643
selected_ols_av,constrained_ols_av,pooled,-0.146,7500,0.3924
constrained_ols_av,full_ols_av,suit,1.6667,3672,0.6185
constrained_ols_av,full_ols_av,high,-0.8464,957,0.3292
constrained_ols_av,full_ols_av,low,-0.4002,2871,0.3344
constrained_ols_av,full_ols_av,pooled,0.5548,7500,0.4728
full_ols_av,constrained_ols_av,suit,-1.6895,3594,0.1912
full_ols_av,constrained_ols_av,high,0.7718,894,0.5067
full_ols_av,constrained_ols_av,low,0.4283,3012,0.4592
full_ols_av,constrained_ols_av,pooled,-0.5456,7500,0.3364
constrained_ols_av,stricthellraiser,suit,1.2632,7455,0.3569
constrained_ols_av,stricthellraiser,high,6.0,12,1.0
constrained_ols_av,stricthellraiser,low,5.4545,33,1.0
constrained_ols_av,stricthellraiser,pooled,1.2892,7500,0.3608
stricthellraiser,constrained_ols_av,suit,-1.6854,7458,0.4023
stricthellraiser,constrained_ols_av,high,4.0,6,0.5
stricthellraiser,constrained_ols_av,low,-4.6667,36,0.0
stricthellraiser,constrained_ols_av,pooled,-1.6952,7500,0.4004
constrained_ols_av,rankthetank,suit,10.4836,7500,0.8996
constrained_ols_av,rankthetank,pooled,10.4836,7500,0.8996
rankthetank,constrained_ols_av,suit,-10.52,7500,0.1024
rankthetank,constrained_ols_av,pooled,-10.52,7500,0.1024
constrained_ols_av,anchor_hybrid_r0_full,suit,-0.0869,5730,0.3644
constrained_ols_av,anchor_hybrid_r0_full,high,0.2431,654,0.4037
constrained_ols_av,anchor_hybrid_r0_full,low,-0.0645,1116,0.3683
constrained_ols_av,anchor_hybrid_r0_full,pooled,-0.0548,7500,0.3684
anchor_hybrid_r0_full,constrained_ols_av,suit,-0.1484,5679,0.4823
anchor_hybrid_r0_full,constrained_ols_av,high,-0.4533,675,0.4489
anchor_hybrid_r0_full,constrained_ols_av,low,-0.5497,1146,0.445
anchor_hybrid_r0_full,constrained_ols_av,pooled,-0.2372,7500,0.4736
selected_ols_av,selected_ols_av,suit,-0.016,5625,0.4171
selected_ols_av,selected_ols_av,high,-0.6441,708,0.3517
selected_ols_av,selected_ols_av,low,-0.1825,1167,0.3779
selected_ols_av,selected_ols_av,pooled,-0.1012,7500,0.4048
selected_ols_av,full_ols_av,suit,1.8047,3579,0.6337
selected_ols_av,full_ols_av,high,-0.9771,1050,0.3257
selected_ols_av,full_ols_av,low,-0.4295,2871,0.3354
selected_ols_av,full_ols_av,pooled,0.56,7500,0.4764
full_ols_av,selected_ols_av,suit,-1.7832,3570,0.1866
full_ols_av,selected_ols_av,high,0.6341,951,0.4858
full_ols_av,selected_ols_av,low,0.4582,2979,0.4663
full_ols_av,selected_ols_av,pooled,-0.5864,7500,0.3356
selected_ols_av,stricthellraiser,suit,1.5792,7464,0.3589
selected_ols_av,stricthellraiser,high,4.0,9,1.0
selected_ols_av,stricthellraiser,low,2.7778,27,0.6667
selected_ols_av,stricthellraiser,pooled,1.5864,7500,0.3608
stricthellraiser,selected_ols_av,suit,-1.8401,7449,0.406
stricthellraiser,selected_ols_av,high,-1.4,15,0.2
stricthellraiser,selected_ols_av,low,-2.75,36,0.0833
stricthellraiser,selected_ols_av,pooled,-1.8436,7500,0.404
selected_ols_av,rankthetank,suit,10.4836,7500,0.8996
selected_ols_av,rankthetank,pooled,10.4836,7500,0.8996
rankthetank,selected_ols_av,suit,-10.52,7500,0.1024
rankthetank,selected_ols_av,pooled,-10.52,7500,0.1024
selected_ols_av,anchor_hybrid_r0_full,suit,0.0355,5742,0.384
selected_ols_av,anchor_hybrid_r0_full,high,0.4136,660,0.4273
selected_ols_av,anchor_hybrid_r0_full,low,0.071,1098,0.3989
selected_ols_av,anchor_hybrid_r0_full,pooled,0.074,7500,0.39
anchor_hybrid_r0_full,selected_ols_av,suit,-0.2034,5634,0.4798
anchor_hybrid_r0_full,selected_ols_av,high,-0.59,717,0.431
anchor_hybrid_r0_full,selected_ols_av,low,-0.8016,1149,0.4125
anchor_hybrid_r0_full,selected_ols_av,pooled,-0.332,7500,0.4648
full_ols_av,full_ols_av,suit,0.3319,1410,0.4638
full_ols_av,full_ols_av,high,-0.0511,1584,0.4167
full_ols_av,full_ols_av,low,0.014,4506,0.4041
full_ols_av,full_ols_av,pooled,0.06,7500,0.418
full_ols_av,stricthellraiser,suit,1.3558,6687,0.3715
full_ols_av,stricthellraiser,high,5.0,42,0.9286
full_ols_av,stricthellraiser,low,0.4086,771,0.6654
full_ols_av,stricthellraiser,pooled,1.2788,7500,0.4048
stricthellraiser,full_ols_av,suit,-1.618,6786,0.3886
stricthellraiser,full_ols_av,high,-4.75,48,0.0
stricthellraiser,full_ols_av,low,-0.7117,666,0.2072
stricthellraiser,full_ols_av,pooled,-1.5576,7500,0.37
full_ols_av,rankthetank,suit,10.4836,7500,0.8996
full_ols_av,rankthetank,pooled,10.4836,7500,0.8996
rankthetank,full_ols_av,suit,-10.52,7500,0.1024
rankthetank,full_ols_av,pooled,-10.52,7500,0.1024
full_ols_av,anchor_hybrid_r0_full,suit,-0.2793,5049,0.3363
full_ols_av,anchor_hybrid_r0_full,high,1.0938,1119,0.5094
full_ols_av,anchor_hybrid_r0_full,low,0.5721,1332,0.4505
full_ols_av,anchor_hybrid_r0_full,pooled,0.0768,7500,0.3824
anchor_hybrid_r0_full,full_ols_av,suit,0.0705,4896,0.5306
anchor_hybrid_r0_full,full_ols_av,high,-1.2879,1188,0.3056
anchor_hybrid_r0_full,full_ols_av,low,-1.0318,1416,0.3708
anchor_hybrid_r0_full,full_ols_av,pooled,-0.3528,7500,0.4648
stricthellraiser,stricthellraiser,suit,-0.2352,7500,0.4912
stricthellraiser,stricthellraiser,pooled,-0.2352,7500,0.4912
stricthellraiser,rankthetank,suit,-12.3992,7500,0.0768
stricthellraiser,rankthetank,pooled,-12.3992,7500,0.0768
rankthetank,stricthellraiser,suit,12.092,7500,0.9148
rankthetank,stricthellraiser,pooled,12.092,7500,0.9148
stricthellraiser,anchor_hybrid_r0_full,suit,-4.623,7344,0.3096
stricthellraiser,anchor_hybrid_r0_full,high,-1.1818,66,0.1818
stricthellraiser,anchor_hybrid_r0_full,low,-0.8,90,0.2667
stricthellraiser,anchor_hybrid_r0_full,pooled,-4.5468,7500,0.308
anchor_hybrid_r0_full,stricthellraiser,suit,3.9522,7344,0.5413
anchor_hybrid_r0_full,stricthellraiser,high,2.125,72,0.75
anchor_hybrid_r0_full,stricthellraiser,low,2.1071,84,0.7857
anchor_hybrid_r0_full,stricthellraiser,pooled,3.914,7500,0.546
rankthetank,rankthetank,suit,0.4572,7500,0.5192
rankthetank,rankthetank,pooled,0.4572,7500,0.5192
rankthetank,anchor_hybrid_r0_full,suit,-10.4962,7497,0.1024
rankthetank,anchor_hybrid_r0_full,high,-4.0,3,0.0
rankthetank,anchor_hybrid_r0_full,pooled,-10.4936,7500,0.1024
anchor_hybrid_r0_full,rankthetank,suit,10.4624,7500,0.8992
anchor_hybrid_r0_full,rankthetank,pooled,10.4624,7500,0.8992
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-0.2403,4794,0.4412
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-0.5468,609,0.4138
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,-0.4245,834,0.446
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-0.2452,7500,0.3652
