model,opponent,contract,net_eppd_delta,deals_total,win_rate
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-0.2304,30000,0.4541
gbt_av,gbt_av,suit,-0.0023,22957,0.4593
gbt_av,gbt_av,high,-0.0461,2517,0.4466
gbt_av,gbt_av,low,-0.08,4526,0.4713
gbt_av,gbt_av,pooled,-0.0177,30000,0.46
gbt_av,full_ols_av,suit,1.4203,22887,0.6413
gbt_av,full_ols_av,high,1.439,2688,0.6087
gbt_av,full_ols_av,low,1.1525,4425,0.6362
gbt_av,full_ols_av,pooled,1.3825,30000,0.6376
full_ols_av,gbt_av,suit,-1.4263,22841,0.2267
full_ols_av,gbt_av,high,-1.6434,2706,0.228
full_ols_av,gbt_av,low,-1.2668,4453,0.2504
full_ols_av,gbt_av,pooled,-1.4222,30000,0.2303
gbt_av,anchor_hybrid_r0_full,suit,0.7268,23115,0.5314
gbt_av,anchor_hybrid_r0_full,high,0.7159,2717,0.5079
gbt_av,anchor_hybrid_r0_full,low,0.5607,4168,0.5427
gbt_av,anchor_hybrid_r0_full,pooled,0.7028,30000,0.5309
anchor_hybrid_r0_full,gbt_av,suit,-0.7409,23119,0.377
anchor_hybrid_r0_full,gbt_av,high,-0.9458,2710,0.3948
anchor_hybrid_r0_full,gbt_av,low,-0.767,4171,0.3901
anchor_hybrid_r0_full,gbt_av,pooled,-0.7631,30000,0.3804
full_ols_av,full_ols_av,suit,-0.0299,21995,0.4123
full_ols_av,full_ols_av,high,-0.0643,2941,0.3961
full_ols_av,full_ols_av,low,-0.1187,5064,0.4007
full_ols_av,full_ols_av,pooled,-0.0482,30000,0.4088
full_ols_av,anchor_hybrid_r0_full,suit,0.0042,22427,0.3745
full_ols_av,anchor_hybrid_r0_full,high,0.3665,3018,0.4132
full_ols_av,anchor_hybrid_r0_full,low,0.0676,4555,0.3842
full_ols_av,anchor_hybrid_r0_full,pooled,0.0503,30000,0.3799
anchor_hybrid_r0_full,full_ols_av,suit,-0.0309,22453,0.488
anchor_hybrid_r0_full,full_ols_av,high,-0.3714,2983,0.4542
anchor_hybrid_r0_full,full_ols_av,low,-0.2634,4564,0.4757
anchor_hybrid_r0_full,full_ols_av,pooled,-0.1001,30000,0.4828
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-0.032,19179,0.4581
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-0.075,2308,0.4688
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,-0.1061,3233,0.4773
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-0.0377,30000,0.3804
