model,contract,residual_bin,count
selected_ols_av,pass,-9.9472,20
selected_ols_av,pass,-9.2336,36
selected_ols_av,pass,-8.5199,125
selected_ols_av,pass,-7.8063,123
selected_ols_av,pass,-7.0926,302
selected_ols_av,pass,-6.379,392
selected_ols_av,pass,-5.6654,465
selected_ols_av,pass,-4.9517,606
selected_ols_av,pass,-4.2381,412
selected_ols_av,pass,-3.5244,498
selected_ols_av,pass,-2.8108,268
selected_ols_av,pass,-2.0971,249
selected_ols_av,pass,-1.3835,310
selected_ols_av,pass,-0.6698,562
selected_ols_av,pass,0.0438,438
selected_ols_av,pass,0.7575,175
selected_ols_av,pass,1.4711,9
selected_ols_av,suit,-26.1589,8
selected_ols_av,suit,-24.682,23
selected_ols_av,suit,-23.2052,154
selected_ols_av,suit,-21.7283,158
selected_ols_av,suit,-20.2514,334
selected_ols_av,suit,-18.7746,289
selected_ols_av,suit,-17.2977,282
selected_ols_av,suit,-15.8208,377
selected_ols_av,suit,-14.344,293
selected_ols_av,suit,-12.8671,346
selected_ols_av,suit,-11.3902,520
selected_ols_av,suit,-9.9134,297
selected_ols_av,suit,-8.4365,404
selected_ols_av,suit,-6.9596,353
selected_ols_av,suit,-5.4828,447
selected_ols_av,suit,-4.0059,348
selected_ols_av,suit,-2.529,230
selected_ols_av,suit,-1.0522,101
selected_ols_av,suit,0.4247,32
selected_ols_av,suit,1.9016,4
selected_two_stage_av,high,-27.1096,3
selected_two_stage_av,high,-25.5171,11
selected_two_stage_av,high,-23.9246,79
selected_two_stage_av,high,-22.3321,175
selected_two_stage_av,high,-20.7397,261
selected_two_stage_av,high,-19.1472,357
selected_two_stage_av,high,-17.5547,366
selected_two_stage_av,high,-15.9622,375
selected_two_stage_av,high,-14.3698,439
selected_two_stage_av,high,-12.7773,400
selected_two_stage_av,high,-11.1848,409
selected_two_stage_av,high,-9.5923,416
selected_two_stage_av,high,-7.9998,394
selected_two_stage_av,high,-6.4074,423
selected_two_stage_av,high,-4.8149,452
selected_two_stage_av,high,-3.2224,275
selected_two_stage_av,high,-1.6299,111
selected_two_stage_av,high,-0.0375,38
selected_two_stage_av,high,1.555,14
selected_two_stage_av,high,3.1475,2
selected_two_stage_av,low,-26.825,2
selected_two_stage_av,low,-25.1419,30
selected_two_stage_av,low,-23.4588,90
selected_two_stage_av,low,-21.7758,258
selected_two_stage_av,low,-20.0927,312
selected_two_stage_av,low,-18.4096,351
selected_two_stage_av,low,-16.7266,440
selected_two_stage_av,low,-15.0435,436
selected_two_stage_av,low,-13.3605,392
selected_two_stage_av,low,-11.6774,481
selected_two_stage_av,low,-9.9943,401
selected_two_stage_av,low,-8.3113,486
selected_two_stage_av,low,-6.6282,410
selected_two_stage_av,low,-4.9451,440
selected_two_stage_av,low,-3.2621,283
selected_two_stage_av,low,-1.579,133
selected_two_stage_av,low,0.104,32
selected_two_stage_av,low,1.7871,15
selected_two_stage_av,low,3.4702,6
selected_two_stage_av,low,5.1532,2
selected_two_stage_av,pass,-12.0882,1
selected_two_stage_av,pass,-11.3745,1
selected_two_stage_av,pass,-10.6609,8
selected_two_stage_av,pass,-9.9472,20
selected_two_stage_av,pass,-9.2336,36
selected_two_stage_av,pass,-8.5199,125
selected_two_stage_av,pass,-7.8063,123
selected_two_stage_av,pass,-7.0926,302
selected_two_stage_av,pass,-6.379,392
selected_two_stage_av,pass,-5.6654,465
selected_two_stage_av,pass,-4.9517,606
selected_two_stage_av,pass,-4.2381,412
selected_two_stage_av,pass,-3.5244,498
selected_two_stage_av,pass,-2.8108,268
selected_two_stage_av,pass,-2.0971,249
selected_two_stage_av,pass,-1.3835,310
selected_two_stage_av,pass,-0.6698,562
selected_two_stage_av,pass,0.0438,438
selected_two_stage_av,pass,0.7575,175
selected_two_stage_av,pass,1.4711,9
