model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
constrained_ols_av,modeloespecifico,bid_type:regular,-1.4376,-1.6128,-1.2584,0.2088,2500
modeloespecifico,selected_ols_av,pooled,1.0776,0.8948,1.2616,0.6008,2500
modeloespecifico,selected_ols_av,suit,1.2066,1.0097,1.4025,0.6229,2164
modeloespecifico,selected_ols_av,high,-0.3158,-1.4211,0.7807,0.4649,114
modeloespecifico,selected_ols_av,low,0.536,-0.1306,1.1982,0.455,222
modeloespecifico,selected_ols_av,bid_type:regular,1.0776,0.8948,1.2616,0.6008,2500
selected_ols_av,modeloespecifico,pooled,-1.3968,-1.5704,-1.2152,0.2268,2500
selected_ols_av,modeloespecifico,suit,-1.4633,-1.6554,-1.2754,0.2071,2182
selected_ols_av,modeloespecifico,high,-1.3673,-2.4694,-0.2755,0.3367,98
selected_ols_av,modeloespecifico,low,-0.75,-1.4273,-0.0727,0.3727,220
selected_ols_av,modeloespecifico,bid_type:regular,-1.3968,-1.5704,-1.2152,0.2268,2500
modeloespecifico,full_ols_av,pooled,1.0944,0.9096,1.28,0.6052,2500
modeloespecifico,full_ols_av,suit,1.1749,0.9757,1.3681,0.6223,2179
modeloespecifico,full_ols_av,high,-0.3113,-1.4057,0.8208,0.4906,106
modeloespecifico,full_ols_av,low,0.9721,0.3488,1.6233,0.4884,215
modeloespecifico,full_ols_av,bid_type:regular,1.0944,0.9096,1.28,0.6052,2500
full_ols_av,modeloespecifico,pooled,-1.2916,-1.468,-1.106,0.2244,2500
full_ols_av,modeloespecifico,suit,-1.3215,-1.515,-1.1299,0.2089,2202
full_ols_av,modeloespecifico,high,-1.1474,-2.3158,0.0,0.3368,95
full_ols_av,modeloespecifico,low,-1.0345,-1.7094,-0.3695,0.3399,203
full_ols_av,modeloespecifico,bid_type:regular,-1.2916,-1.468,-1.106,0.2244,2500
modeloespecifico,stricthellraiser,pooled,4.5912,4.282,4.9,0.5348,2500
modeloespecifico,stricthellraiser,suit,4.5897,4.2772,4.8901,0.5335,2493
modeloespecifico,stricthellraiser,high,6.0,2.0,10.0,1.0,3
modeloespecifico,stricthellraiser,low,4.5,3.0,6.0,1.0,4
modeloespecifico,stricthellraiser,bid_type:regular,4.5912,4.282,4.9,0.5348,2500
stricthellraiser,modeloespecifico,pooled,-5.2608,-5.5596,-4.9592,0.3436,2500
stricthellraiser,modeloespecifico,suit,-5.2651,-5.5716,-4.9639,0.3446,2493
stricthellraiser,modeloespecifico,high,-3.0,-4.0,-2.0,0.0,2
stricthellraiser,modeloespecifico,low,-4.0,-7.2,-0.8,0.0,5
stricthellraiser,modeloespecifico,bid_type:regular,-5.2608,-5.5596,-4.9592,0.3436,2500
modeloespecifico,rankthetank,pooled,10.4808,10.2456,10.71,0.8996,2500
modeloespecifico,rankthetank,suit,10.4808,10.2456,10.71,0.8996,2500
modeloespecifico,rankthetank,bid_type:regular,10.4808,10.2456,10.71,0.8996,2500
rankthetank,modeloespecifico,pooled,-10.5044,-10.7368,-10.2652,0.1024,2500
rankthetank,modeloespecifico,suit,-10.5044,-10.7368,-10.2652,0.1024,2500
rankthetank,modeloespecifico,bid_type:regular,-10.5044,-10.7368,-10.2652,0.1024,2500
modeloespecifico,anchor_hybrid_r0_full,pooled,0.232,0.0248,0.4452,0.4548,2500
modeloespecifico,anchor_hybrid_r0_full,suit,0.3443,0.1282,0.5646,0.4735,2129
modeloespecifico,anchor_hybrid_r0_full,high,-0.415,-1.4694,0.6735,0.3605,147
modeloespecifico,anchor_hybrid_r0_full,low,-0.4107,-1.2366,0.4421,0.3393,224
modeloespecifico,anchor_hybrid_r0_full,bid_type:regular,0.232,0.0248,0.4452,0.4548,2500
anchor_hybrid_r0_full,modeloespecifico,pooled,-0.5584,-0.7636,-0.3456,0.3988,2500
anchor_hybrid_r0_full,modeloespecifico,suit,-0.6416,-0.8642,-0.4214,0.3751,2157
anchor_hybrid_r0_full,modeloespecifico,high,-0.1857,-1.2643,0.8357,0.5214,140
anchor_hybrid_r0_full,modeloespecifico,low,0.069,-0.7931,0.9458,0.5665,203
anchor_hybrid_r0_full,modeloespecifico,bid_type:regular,-0.5584,-0.7636,-0.3456,0.3988,2500
selected_two_stage_av,selected_two_stage_av,pooled,0.0016,-0.2036,0.2088,0.424,2500
selected_two_stage_av,selected_two_stage_av,suit,-0.0033,-0.2174,0.2062,0.4232,2396
selected_two_stage_av,selected_two_stage_av,high,0.7143,-1.8095,3.3333,0.5238,21
selected_two_stage_av,selected_two_stage_av,low,-0.0361,-1.2771,1.1928,0.4217,83
selected_two_stage_av,selected_two_stage_av,bid_type:regular,0.0016,-0.2036,0.2088,0.424,2500
selected_two_stage_av,gbt_av,pooled,-0.9148,-1.1252,-0.7044,0.3136,2500
selected_two_stage_av,gbt_av,suit,-0.8536,-1.0737,-0.6301,0.3291,2063
selected_two_stage_av,gbt_av,high,-1.3547,-2.3663,-0.2616,0.2326,172
selected_two_stage_av,gbt_av,low,-1.1057,-1.8001,-0.3849,0.2453,265
selected_two_stage_av,gbt_av,bid_type:regular,-0.9358,-1.1431,-0.7253,0.3132,2494
selected_two_stage_av,gbt_av,bid_type:moon,-9.0,-20.0,13.0,0.25,4
selected_two_stage_av,gbt_av,bid_type:loner,41.5,41.0,42.0,1.0,2
gbt_av,selected_two_stage_av,pooled,1.0004,0.786,1.2152,0.5684,2500
gbt_av,selected_two_stage_av,suit,0.8739,0.6438,1.0996,0.5452,2069
gbt_av,selected_two_stage_av,high,2.0897,1.1088,3.0769,0.7051,156
gbt_av,selected_two_stage_av,low,1.3345,0.6,2.08,0.6655,275
gbt_av,selected_two_stage_av,bid_type:regular,1.0044,0.7968,1.2092,0.5687,2495
gbt_av,selected_two_stage_av,bid_type:moon,-21.5,-22.0,-21.0,0.0,2
gbt_av,selected_two_stage_av,bid_type:loner,12.6667,-42.0,40.0,0.6667,3
selected_two_stage_av,constrained_ols_av,pooled,0.6456,0.4684,0.8208,0.5324,2500
selected_two_stage_av,constrained_ols_av,suit,0.8318,0.6516,1.0179,0.559,2236
selected_two_stage_av,constrained_ols_av,high,-1.6986,-2.7808,-0.575,0.2603,73
selected_two_stage_av,constrained_ols_av,low,-0.6387,-1.2723,0.0054,0.3246,191
selected_two_stage_av,constrained_ols_av,bid_type:regular,0.6456,0.4684,0.8208,0.5324,2500
constrained_ols_av,selected_two_stage_av,pooled,-0.7024,-0.8796,-0.518,0.3056,2500
constrained_ols_av,selected_two_stage_av,suit,-0.8767,-1.0626,-0.685,0.2826,2254
constrained_ols_av,selected_two_stage_av,high,1.6667,0.5,2.8208,0.5897,78
constrained_ols_av,selected_two_stage_av,low,0.5357,-0.2143,1.2738,0.4821,168
constrained_ols_av,selected_two_stage_av,bid_type:regular,-0.7024,-0.8796,-0.518,0.3056,2500
selected_two_stage_av,selected_ols_av,pooled,0.684,0.502,0.8644,0.5356,2500
selected_two_stage_av,selected_ols_av,suit,0.9142,0.7196,1.1034,0.5699,2204
selected_two_stage_av,selected_ols_av,high,-1.5189,-2.3679,-0.6226,0.217,106
selected_two_stage_av,selected_ols_av,low,-0.7579,-1.3737,-0.1368,0.3158,190
selected_two_stage_av,selected_ols_av,bid_type:regular,0.684,0.502,0.8644,0.5356,2500
selected_ols_av,selected_two_stage_av,pooled,-0.7852,-0.9676,-0.5976,0.3004,2500
selected_ols_av,selected_two_stage_av,suit,-0.9897,-1.1819,-0.7978,0.2727,2226
selected_ols_av,selected_two_stage_av,high,1.3936,0.3191,2.4258,0.5957,94
selected_ols_av,selected_two_stage_av,low,0.6056,-0.1,1.3,0.4889,180
selected_ols_av,selected_two_stage_av,bid_type:regular,-0.7852,-0.9676,-0.5976,0.3004,2500
selected_two_stage_av,full_ols_av,pooled,1.2016,1.04,1.3636,0.58,2500
selected_two_stage_av,full_ols_av,suit,1.4693,1.2894,1.6477,0.6125,2018
selected_two_stage_av,full_ols_av,high,-0.3068,-0.983,0.3693,0.3977,176
selected_two_stage_av,full_ols_av,low,0.3039,-0.17,0.7843,0.4706,306
selected_two_stage_av,full_ols_av,bid_type:regular,1.2016,1.04,1.3636,0.58,2500
full_ols_av,selected_two_stage_av,pooled,-1.1736,-1.3428,-1.0056,0.2552,2500
full_ols_av,selected_two_stage_av,suit,-1.3939,-1.5707,-1.2146,0.224,2036
full_ols_av,selected_two_stage_av,high,0.0919,-0.5676,0.7568,0.427,185
full_ols_av,selected_two_stage_av,low,-0.405,-0.9319,0.1111,0.3692,279
full_ols_av,selected_two_stage_av,bid_type:regular,-1.1736,-1.3428,-1.0056,0.2552,2500
selected_two_stage_av,stricthellraiser,pooled,2.6416,2.3668,2.9184,0.4156,2500
selected_two_stage_av,stricthellraiser,suit,2.636,2.3536,2.9007,0.4149,2497
selected_two_stage_av,stricthellraiser,low,7.3333,6.0,10.0,1.0,3
selected_two_stage_av,stricthellraiser,bid_type:regular,2.6416,2.3668,2.9184,0.4156,2500
stricthellraiser,selected_two_stage_av,pooled,-3.048,-3.32,-2.7756,0.3972,2500
stricthellraiser,selected_two_stage_av,suit,-3.0457,-3.3245,-2.7677,0.3979,2493
stricthellraiser,selected_two_stage_av,low,-3.8571,-7.4286,1.5714,0.1429,7
stricthellraiser,selected_two_stage_av,bid_type:regular,-3.048,-3.32,-2.7756,0.3972,2500
selected_two_stage_av,rankthetank,pooled,10.4836,10.2476,10.712,0.8996,2500
selected_two_stage_av,rankthetank,suit,10.4836,10.2476,10.712,0.8996,2500
selected_two_stage_av,rankthetank,bid_type:regular,10.4836,10.2476,10.712,0.8996,2500
rankthetank,selected_two_stage_av,pooled,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,selected_two_stage_av,suit,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,selected_two_stage_av,bid_type:regular,-10.52,-10.7516,-10.2816,0.1024,2500
selected_two_stage_av,anchor_hybrid_r0_full,pooled,0.114,-0.0876,0.3248,0.4144,2500
selected_two_stage_av,anchor_hybrid_r0_full,suit,0.0297,-0.2136,0.2702,0.4091,1821
selected_two_stage_av,anchor_hybrid_r0_full,high,0.6945,0.119,1.2862,0.4759,311
selected_two_stage_av,anchor_hybrid_r0_full,low,0.0408,-0.5381,0.5951,0.3886,368
selected_two_stage_av,anchor_hybrid_r0_full,bid_type:regular,0.114,-0.0876,0.3248,0.4144,2500
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-0.4056,-0.6104,-0.1968,0.446,2500
anchor_hybrid_r0_full,selected_two_stage_av,suit,-0.3032,-0.5395,-0.068,0.4594,1837
anchor_hybrid_r0_full,selected_two_stage_av,high,-0.6087,-1.2283,0.0036,0.4094,276
anchor_hybrid_r0_full,selected_two_stage_av,low,-0.7468,-1.2894,-0.2222,0.4083,387
anchor_hybrid_r0_full,selected_two_stage_av,bid_type:regular,-0.4056,-0.6104,-0.1968,0.446,2500
gbt_av,gbt_av,pooled,-0.134,-0.3732,0.1116,0.4352,2500
gbt_av,gbt_av,suit,-0.1039,-0.3591,0.1571,0.4379,1916
gbt_av,gbt_av,high,-0.3112,-1.2988,0.7095,0.4232,241
gbt_av,gbt_av,low,-0.1778,-0.9155,0.5452,0.4286,343
gbt_av,gbt_av,bid_type:regular,-0.15,-0.3808,0.0752,0.4351,2487
gbt_av,gbt_av,bid_type:moon,-10.375,-21.5,4.875,0.25,8
gbt_av,gbt_av,bid_type:loner,24.2,-9.0,41.205,0.8,5
gbt_av,constrained_ols_av,pooled,1.5668,1.3848,1.7496,0.628,2500
gbt_av,constrained_ols_av,suit,1.5782,1.3827,1.7738,0.6348,1892
gbt_av,constrained_ols_av,high,1.6614,0.9961,2.3386,0.6339,254
gbt_av,constrained_ols_av,low,1.4379,0.8842,2.0085,0.5876,354
gbt_av,constrained_ols_av,bid_type:regular,1.5719,1.4008,1.7463,0.6285,2495
gbt_av,constrained_ols_av,bid_type:moon,-21.5,-22.0,-21.0,0.0,2
gbt_av,constrained_ols_av,bid_type:loner,12.6667,-42.0,40.0,0.6667,3
constrained_ols_av,gbt_av,pooled,-1.362,-1.554,-1.1648,0.23,2500
constrained_ols_av,gbt_av,suit,-1.4963,-1.7064,-1.2804,0.2154,1894
constrained_ols_av,gbt_av,high,-1.1208,-1.8038,-0.4038,0.2491,265
constrained_ols_av,gbt_av,low,-0.8035,-1.3578,-0.2405,0.2962,341
constrained_ols_av,gbt_av,bid_type:regular,-1.3841,-1.573,-1.1973,0.2294,2494
constrained_ols_av,gbt_av,bid_type:moon,-9.0,-20.0,13.0,0.25,4
constrained_ols_av,gbt_av,bid_type:loner,41.5,41.0,42.0,1.0,2
gbt_av,selected_ols_av,pooled,1.5232,1.3384,1.7084,0.6268,2500
gbt_av,selected_ols_av,suit,1.5385,1.3337,1.7335,0.6376,1846
gbt_av,selected_ols_av,high,1.669,1.0356,2.306,0.6228,281
gbt_av,selected_ols_av,low,1.3378,0.807,1.8713,0.5764,373
gbt_av,selected_ols_av,bid_type:regular,1.5283,1.3563,1.7054,0.6273,2495
gbt_av,selected_ols_av,bid_type:moon,-21.5,-22.0,-21.0,0.0,2
gbt_av,selected_ols_av,bid_type:loner,12.6667,-42.0,40.0,0.6667,3
selected_ols_av,gbt_av,pooled,-1.3792,-1.572,-1.1852,0.2248,2500
selected_ols_av,gbt_av,suit,-1.568,-1.7729,-1.3554,0.2044,1854
selected_ols_av,gbt_av,high,-1.0884,-1.7279,-0.398,0.2551,294
selected_ols_av,gbt_av,low,-0.6278,-1.1876,-0.0483,0.3068,352
selected_ols_av,gbt_av,bid_type:regular,-1.4014,-1.589,-1.2129,0.2241,2494
selected_ols_av,gbt_av,bid_type:moon,-9.0,-20.0,13.0,0.25,4
selected_ols_av,gbt_av,bid_type:loner,41.5,41.0,42.0,1.0,2
gbt_av,full_ols_av,pooled,1.758,1.5824,1.938,0.6508,2500
gbt_av,full_ols_av,suit,1.958,1.7627,2.1477,0.6809,1808
gbt_av,full_ols_av,high,1.2663,0.7121,1.8328,0.5759,323
gbt_av,full_ols_av,low,1.2087,0.6585,1.7534,0.5691,369
gbt_av,full_ols_av,bid_type:regular,1.7635,1.6004,1.9343,0.6513,2495
gbt_av,full_ols_av,bid_type:moon,-21.5,-22.0,-21.0,0.0,2
gbt_av,full_ols_av,bid_type:loner,12.6667,-42.0,40.0,0.6667,3
full_ols_av,gbt_av,pooled,-1.6796,-1.8616,-1.4916,0.1956,2500
full_ols_av,gbt_av,suit,-1.9671,-2.1677,-1.7622,0.154,1825
full_ols_av,gbt_av,high,-0.8762,-1.4707,-0.2601,0.3034,323
full_ols_av,gbt_av,low,-0.9261,-1.4602,-0.3778,0.3125,352
full_ols_av,gbt_av,bid_type:regular,-1.7025,-1.8793,-1.5269,0.1949,2494
full_ols_av,gbt_av,bid_type:moon,-9.0,-20.0,13.0,0.25,4
full_ols_av,gbt_av,bid_type:loner,41.5,41.0,42.0,1.0,2
gbt_av,stricthellraiser,pooled,3.1216,2.816,3.424,0.56,2500
gbt_av,stricthellraiser,suit,3.2187,2.9008,3.5316,0.5468,2359
gbt_av,stricthellraiser,high,1.619,-1.2857,4.7381,0.7619,42
gbt_av,stricthellraiser,low,1.4444,-0.1414,3.0303,0.7879,99
gbt_av,stricthellraiser,bid_type:regular,3.1299,2.818,3.4297,0.5603,2495
gbt_av,stricthellraiser,bid_type:moon,-21.5,-22.0,-21.0,0.0,2
gbt_av,stricthellraiser,bid_type:loner,12.6667,-42.0,40.0,0.6667,3
stricthellraiser,gbt_av,pooled,-3.6944,-4.008,-3.3812,0.32,2500
stricthellraiser,gbt_av,suit,-3.891,-4.2099,-3.5643,0.3258,2339
stricthellraiser,gbt_av,high,-0.8491,-3.5472,2.1132,0.2264,53
stricthellraiser,gbt_av,low,-0.8333,-2.1947,0.5648,0.2407,108
stricthellraiser,gbt_av,bid_type:regular,-3.7156,-4.0197,-3.4176,0.3197,2493
stricthellraiser,gbt_av,bid_type:moon,-11.2,-20.0,6.4,0.2,5
stricthellraiser,gbt_av,bid_type:loner,41.5,41.0,42.0,1.0,2
gbt_av,rankthetank,pooled,9.996,9.716,10.2612,0.882,2500
gbt_av,rankthetank,suit,10.2891,10.0342,10.5368,0.8935,2459
gbt_av,rankthetank,high,-2.25,-15.5,13.375,0.375,8
gbt_av,rankthetank,low,-8.8788,-12.3333,-4.5152,0.1515,33
gbt_av,rankthetank,bid_type:regular,10.0446,9.7818,10.3017,0.8839,2489
gbt_av,rankthetank,bid_type:moon,-6.125,-17.0,9.5,0.375,8
gbt_av,rankthetank,bid_type:loner,12.6667,-42.0,40.0,0.6667,3
rankthetank,gbt_av,pooled,-10.0092,-10.276,-9.7344,0.1184,2500
rankthetank,gbt_av,suit,-10.2914,-10.5452,-10.0377,0.1082,2467
rankthetank,gbt_av,high,10.1,-0.6,20.5025,0.8,10
rankthetank,gbt_av,low,11.5217,8.5217,14.2174,0.913,23
rankthetank,gbt_av,bid_type:regular,-10.1435,-10.4001,-9.8798,0.115,2487
rankthetank,gbt_av,bid_type:moon,11.0,-0.8182,22.0909,0.7273,11
rankthetank,gbt_av,bid_type:loner,41.5,41.0,42.0,1.0,2
gbt_av,anchor_hybrid_r0_full,pooled,0.5788,0.3636,0.8064,0.5072,2500
gbt_av,anchor_hybrid_r0_full,suit,0.6081,0.3758,0.8528,0.5034,1929
gbt_av,anchor_hybrid_r0_full,high,0.7946,-0.0426,1.6512,0.5271,258
gbt_av,anchor_hybrid_r0_full,low,0.2204,-0.5495,0.9809,0.5144,313
gbt_av,anchor_hybrid_r0_full,bid_type:regular,0.5918,0.3785,0.8039,0.5076,2494
gbt_av,anchor_hybrid_r0_full,bid_type:moon,-22.3333,-24.0,-21.0,0.0,3
gbt_av,anchor_hybrid_r0_full,bid_type:loner,12.6667,-42.0,40.0,0.6667,3
anchor_hybrid_r0_full,gbt_av,pooled,-0.824,-1.0464,-0.6024,0.3684,2500
anchor_hybrid_r0_full,gbt_av,suit,-0.8373,-1.0697,-0.5971,0.3642,1936
anchor_hybrid_r0_full,gbt_av,high,-0.8917,-1.7583,-0.0375,0.3833,240
anchor_hybrid_r0_full,gbt_av,low,-0.6966,-1.4056,0.0063,0.3839,323
anchor_hybrid_r0_full,gbt_av,bid_type:regular,-0.8452,-1.0666,-0.6278,0.3682,2493
anchor_hybrid_r0_full,gbt_av,bid_type:moon,-9.0,-20.0,13.0,0.25,4
anchor_hybrid_r0_full,gbt_av,bid_type:loner,41.5,41.0,42.0,1.0,2
constrained_ols_av,constrained_ols_av,pooled,-0.0508,-0.2096,0.1124,0.406,2500
constrained_ols_av,constrained_ols_av,suit,-0.0309,-0.208,0.1525,0.4139,1875
constrained_ols_av,constrained_ols_av,high,-0.3294,-1.0353,0.3824,0.3706,170
constrained_ols_av,constrained_ols_av,low,-0.0286,-0.433,0.3715,0.3868,455
constrained_ols_av,constrained_ols_av,bid_type:regular,-0.0508,-0.2096,0.1124,0.406,2500
constrained_ols_av,selected_ols_av,pooled,-0.0144,-0.1756,0.1484,0.4148,2500
constrained_ols_av,selected_ols_av,suit,0.0424,-0.1412,0.2319,0.428,1841
constrained_ols_av,selected_ols_av,high,-0.1171,-0.7659,0.5318,0.3902,205
constrained_ols_av,selected_ols_av,low,-0.1982,-0.5969,0.1938,0.3722,454
constrained_ols_av,selected_ols_av,bid_type:regular,-0.0144,-0.1756,0.1484,0.4148,2500
selected_ols_av,constrained_ols_av,pooled,-0.1296,-0.2932,0.0348,0.396,2500
selected_ols_av,constrained_ols_av,suit,-0.1254,-0.3072,0.0608,0.4042,1826
selected_ols_av,constrained_ols_av,high,-0.4608,-1.0982,0.1863,0.3775,204
selected_ols_av,constrained_ols_av,low,-0.0021,-0.383,0.3915,0.3723,470
selected_ols_av,constrained_ols_av,bid_type:regular,-0.1296,-0.2932,0.0348,0.396,2500
constrained_ols_av,full_ols_av,pooled,0.9996,0.8396,1.1536,0.542,2500
constrained_ols_av,full_ols_av,suit,1.619,1.4428,1.7945,0.6177,1601
constrained_ols_av,full_ols_av,high,-0.4086,-0.8857,0.0657,0.3829,350
constrained_ols_av,full_ols_av,low,0.0911,-0.2732,0.4572,0.4226,549
constrained_ols_av,full_ols_av,bid_type:regular,0.9996,0.8396,1.1536,0.542,2500
full_ols_av,constrained_ols_av,pooled,-1.0532,-1.2064,-0.8996,0.278,2500
full_ols_av,constrained_ols_av,suit,-1.604,-1.7813,-1.4267,0.2118,1596
full_ols_av,constrained_ols_av,high,-0.1089,-0.5587,0.3408,0.4078,358
full_ols_av,constrained_ols_av,low,-0.0623,-0.4212,0.2985,0.3864,546
full_ols_av,constrained_ols_av,bid_type:regular,-1.0532,-1.2064,-0.8996,0.278,2500
constrained_ols_av,stricthellraiser,pooled,1.2524,1.022,1.484,0.362,2500
constrained_ols_av,stricthellraiser,suit,1.2186,0.9923,1.4534,0.3566,2479
constrained_ols_av,stricthellraiser,high,6.0,3.0,9.0,1.0,4
constrained_ols_av,stricthellraiser,low,5.0588,3.7647,6.3529,1.0,17
constrained_ols_av,stricthellraiser,bid_type:regular,1.2524,1.022,1.484,0.362,2500
stricthellraiser,constrained_ols_av,pooled,-1.6216,-1.8584,-1.3872,0.4008,2500
stricthellraiser,constrained_ols_av,suit,-1.6197,-1.8566,-1.3896,0.4025,2482
stricthellraiser,constrained_ols_av,high,4.0,-4.0,12.0,0.5,2
stricthellraiser,constrained_ols_av,low,-2.625,-5.25,0.4375,0.125,16
stricthellraiser,constrained_ols_av,bid_type:regular,-1.6216,-1.8584,-1.3872,0.4008,2500
constrained_ols_av,rankthetank,pooled,10.4836,10.2476,10.712,0.8996,2500
constrained_ols_av,rankthetank,suit,10.4836,10.2476,10.712,0.8996,2500
constrained_ols_av,rankthetank,bid_type:regular,10.4836,10.2476,10.712,0.8996,2500
rankthetank,constrained_ols_av,pooled,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,constrained_ols_av,suit,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,constrained_ols_av,bid_type:regular,-10.52,-10.7516,-10.2816,0.1024,2500
constrained_ols_av,anchor_hybrid_r0_full,pooled,-0.05,-0.25,0.158,0.3684,2500
constrained_ols_av,anchor_hybrid_r0_full,suit,-0.1119,-0.3303,0.1129,0.3604,1895
constrained_ols_av,anchor_hybrid_r0_full,high,0.4042,-0.3458,1.1751,0.4208,240
constrained_ols_av,anchor_hybrid_r0_full,low,-0.0274,-0.6027,0.5343,0.3753,365
constrained_ols_av,anchor_hybrid_r0_full,bid_type:regular,-0.05,-0.25,0.158,0.3684,2500
anchor_hybrid_r0_full,constrained_ols_av,pooled,-0.2324,-0.4328,-0.0272,0.4736,2500
anchor_hybrid_r0_full,constrained_ols_av,suit,-0.1092,-0.341,0.1215,0.488,1877
anchor_hybrid_r0_full,constrained_ols_av,high,-0.6235,-1.3117,0.0445,0.413,247
anchor_hybrid_r0_full,constrained_ols_av,low,-0.5904,-1.1569,-0.0399,0.4415,376
anchor_hybrid_r0_full,constrained_ols_av,bid_type:regular,-0.2324,-0.4328,-0.0272,0.4736,2500
selected_ols_av,selected_ols_av,pooled,-0.1312,-0.2944,0.034,0.4024,2500
selected_ols_av,selected_ols_av,suit,-0.0985,-0.2921,0.0913,0.4142,1818
selected_ols_av,selected_ols_av,high,-0.2902,-0.8884,0.317,0.3884,224
selected_ols_av,selected_ols_av,low,-0.1834,-0.5699,0.2118,0.3624,458
selected_ols_av,selected_ols_av,bid_type:regular,-0.1312,-0.2944,0.034,0.4024,2500
selected_ols_av,full_ols_av,pooled,0.9832,0.824,1.1412,0.538,2500
selected_ols_av,full_ols_av,suit,1.5957,1.4101,1.78,0.6186,1568
selected_ols_av,full_ols_av,high,-0.7251,-1.193,-0.2485,0.3392,342
selected_ols_av,full_ols_av,low,0.3458,-0.0017,0.6881,0.439,590
selected_ols_av,full_ols_av,bid_type:regular,0.9832,0.824,1.1412,0.538,2500
full_ols_av,selected_ols_av,pooled,-1.114,-1.2668,-0.9596,0.2768,2500
full_ols_av,selected_ols_av,suit,-1.7216,-1.8995,-1.5399,0.2099,1591
full_ols_av,selected_ols_av,high,0.4237,-0.0424,0.8785,0.4661,354
full_ols_av,selected_ols_av,low,-0.3532,-0.7045,-0.0072,0.3477,555
full_ols_av,selected_ols_av,bid_type:regular,-1.114,-1.2668,-0.9596,0.2768,2500
selected_ols_av,stricthellraiser,pooled,1.5936,1.3536,1.8388,0.354,2500
